Street Number,Street Name,Postal Code,Ward,Plan Number,Lot Number,Contractor,Building Type,Municipality,Description,D.U.,Value,Sq. Ft.,Permit Number,Application Type,Permit Issued Date
599 C ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
599 D ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
601 A ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
601 B ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
601 C ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
601 D ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
603 A ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
603 B ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
603 C ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
603 D ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
605 A ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
605 B ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
605 C ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
605 D ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
483  ,CREEKVIEW WAY ,K1T0J4,Ward 22,,pt lots 18 and 19,TAMARACK DEVELOPMENTS CORPORATION,Single,Gloucester,Construct a 2 storey single family dwelling with attached 2 car garage; Model: Custom 4310 2007 D,1,"201,170",2728,1104935,Construction, 2011-Jul-28
510  ,CREEKVIEW WAY ,K1T0J8,Ward 22,,18 & 19,TAMARACK DEVELOPMENTS CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling with attached garage,1,"221,400",3020,1104936,Construction, 2011-Jul-28
551  ,CREEKVIEW WAY ,K1T0K6,Ward 22,4M-1426,63,TAMARACK DEVELOPMENT CORPORATION,Single,Gloucester,Construct a 2 storey single family dwelling with an attached garage.,1,"221,400",3020,1104937,Construction, 2011-Jul-28
7432  ,THIRD LINE RD S,,Ward 21,,36,***CONTRACTOR***,Detached Garage/Shed,Rideau,Construct a detached garage at the side of a 2 storey detached dwelling,0,"16,500",400,1104938,Construction, 2011-Jul-28
1504  ,CAVERLEY ST ,K1G0Y1,Ward 18,605,230,JOHN D. DAVIDSON ENTERPRISE,Single,Old Ottawa,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,"15,000",721,1104939,Construction, 2011-Jul-28
1313  ,"GRAND-CHÊNE, COUR DU CRT ",K4A3N9,Ward 19,4R-10272,28,CONTRACTOR UNKNOWN,Single,Cumberland,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104940,Pool Enclosure, 2011-Jul-28
61  ,WHETSTONE CRES ,K2G7B6,Ward 22,4M-1224,121,***CONTRACTOR***,Single,Nepean,Enclosure of an above ground pool in the rear yard of a semi-detached dwelling.,0,0,0,1104941,Pool Enclosure, 2011-Jul-28
16  ,MCCOOEYE LANE ,K2S1B9,Ward 6,,24,***CONTRACTOR***,Rowhouse,Goulbourn,Enclosure of a hot tub in the rear yard of a detached dwelling,0,0,0,1104942,Pool Enclosure, 2011-Jul-28
7  ,BRACEWOOD WAY ,K2J4Y3,Ward 22,4M-1073,171,***CONTRACTOR***,Detached Garage/Shed,Nepean,Construct a gazebo at the rear of a 2 storey detached dwelling,0,"8,700",140,1104943,Construction, 2011-Jul-28
7  ,BRACEWOOD WAY ,K2J4Y3,Ward 22,4M-1073,171,"BARRETTE, GILLES",Detached Garage/Shed,Nepean,Construct a gazebo at the rear of a 2 storey detached dwelling,0,"8,700",140,1104943,Construction, 2011-Jul-28
3332 N ,RIVER RD ,K4M1B4,Ward 20,,30,***CONTRACTOR***,Detached Garage/Shed,Osgoode,Construct a shed in the rear yard of a 1 storey detached dwelling,0,"6,500",180,1104944,Construction, 2011-Jul-28
1875  ,ST. JOSEPH BLVD ,K1C7J2,Ward 1,M-152,,MORLEY HOPPNER GROUP INC.,Retail,Gloucester,Exterior alterations to the entrance of a 2 storey commercial building (Orleans Myers Chev Buick GMC),0,"200,000",0,1104945,Construction, 2011-Jul-28
209  ,SUNNINGDALE WAY ,K2J0V9,Ward 22,4M-1374,43,CONTRACTOR UNKNOWN,Single,Nepean,Enclosure of a semi -inground pool in the rear yard of a detached dwelling,0,0,0,1104946,Pool Enclosure, 2011-Jul-28
8386  ,ROSEFIRE DR ,K0A2P0,Ward 20,4M-896,55,***CONTRACTOR***,Single,Osgoode,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104947,Pool Enclosure, 2011-Jul-28
192  ,SOMERSET ST W,K2P0J4,Ward 14,,,SKARLEN ENT.,Apartment,Old Ottawa,Partial underpinning of foundation on the East side of a 4 storey apartment building.,0,"6,000",500,1104948,Construction, 2011-Jul-28
300  ,LAURIER AVE W,K1A0M7,Ward 14,2996,1,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up on the 7th floor of a 23 storey commercial/office building,0,"15,000",2325,1104949,Construction, 2011-Jul-28
131  ,HIDDEN LAKE CRES ,K0A1L0,Ward 5,4M-1408,2,***CONTRACTOR***,Single,West Carleton,Construct a 2 storey detached dwelling with attached garage,1,"226,450",2842,1104950,Construction, 2011-Jul-28
516  ,RIDEAU ST ,K1N5Z6,Ward 12,6,41,CONTRACTOR UNKNOWN,Duplex,Old Ottawa,Exterior alterations to repair the balcony at the side of a 2 storey duplex,0,"2,000",43,1104951,Construction, 2011-Jul-28
2039  ,OLD CARP RD ,K0A1L0,Ward 5,,15,"PREGEL, PETER",Detached Garage/Shed,West Carleton,Construct a detached garage at the rear of a 1 storey detached dwelling,0,"35,000",1350,1104953,Construction, 2011-Jul-28
155  ,CAMELIA AVE ,K1K2X7,Ward 13,297,69,***CONTRACTOR***,Single,Old Ottawa,Construct a gable to replace the tin awning at the front of a detached dwelling,0,"16,000",28,1104955,Construction, 2011-Jul-28
6941  ,MARY ANNE DR ,K4P0B9,Ward 20,4M-1337,32,KEMPTVILLE POOL & SPA,Single,Osgoode,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1104956,Pool Enclosure, 2011-Jul-28
364  ,DUVAL LANE ,K1E2K2,Ward 1,50M-23,,***CONTRACTOR***,Single,Cumberland,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104957,Pool Enclosure, 2011-Jul-28
117  ,CENTREPOINTE DR ,K2G5X3,Ward 8,4M-721,,JD CONSTRUCTION MANAGEMENT,Commercial,Nepean,Tenant fit-up on the main floor of a 1 storey commercial building (The Royal Oak Pub),0,"150,000",6136,1104958,Construction, 2011-Jul-28
33  ,KILMORY CRES ,K2E6M9,Ward 9,427936,635,***CONTRACTOR***,Detached Garage/Shed,Nepean,Construct a shed at the rear of a 2 storey detached dwelling,0,"1,500",270,1104959,Construction, 2011-Jul-28
532  ,DES CONIFERS CRES ,K4A3E2,Ward 19,50M-177,46,***CONTRACTOR***,Single,Cumberland,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104960,Pool Enclosure, 2011-Jul-28
1810  ,SPRINGRIDGE DR ,K4A4P6,Ward 1,4M-1180,179,***CONTRACTOR***,Single,Cumberland,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104961,Pool Enclosure, 2011-Jul-28
1094  ,MOSELLE CRES ,K1C2T2,Ward 1,M-289,2,MERMAID POOLS,Single,Gloucester,Enclosure of a semi inground pool in the rear yard of a detached dwelling,0,0,0,1104962,Pool Enclosure, 2011-Jul-28
58 A ,SWEETNAM DR ,,Ward 6,4M-1085,66,PATTEN HOMES 2000,Stacked Rowhouse,Goulbourn,"Construct a block of 8, 3 storey stacked rowhouses - Units A to H",8,"900,000",10250,1104963,Construction, 2011-Jul-28
58 B ,SWEETNAM DR ,,Ward 6,4M-1085,66,PATTEN HOMES 2000,Stacked Rowhouse,Goulbourn,"Construct a block of 8, 3 storey stacked rowhouses - Units A to H",8,"900,000",10250,1104963,Construction, 2011-Jul-28
58 C ,SWEETNAM DR ,,Ward 6,4M-1085,66,PATTEN HOMES 2000,Stacked Rowhouse,Goulbourn,"Construct a block of 8, 3 storey stacked rowhouses - Units A to H",8,"900,000",10250,1104963,Construction, 2011-Jul-28
58 D ,SWEETNAM DR ,,Ward 6,4M-1085,66,PATTEN HOMES 2000,Stacked Rowhouse,Goulbourn,"Construct a block of 8, 3 storey stacked rowhouses - Units A to H",8,"900,000",10250,1104963,Construction, 2011-Jul-28
58 E ,SWEETNAM DR ,,Ward 6,4M-1085,66,PATTEN HOMES 2000,Stacked Rowhouse,Goulbourn,"Construct a block of 8, 3 storey stacked rowhouses - Units A to H",8,"900,000",10250,1104963,Construction, 2011-Jul-28
58 F ,SWEETNAM DR ,,Ward 6,4M-1085,66,PATTEN HOMES 2000,Stacked Rowhouse,Goulbourn,"Construct a block of 8, 3 storey stacked rowhouses - Units A to H",8,"900,000",10250,1104963,Construction, 2011-Jul-28
58 G ,SWEETNAM DR ,,Ward 6,4M-1085,66,PATTEN HOMES 2000,Stacked Rowhouse,Goulbourn,"Construct a block of 8, 3 storey stacked rowhouses - Units A to H",8,"900,000",10250,1104963,Construction, 2011-Jul-28
58 H ,SWEETNAM DR ,,Ward 6,4M-1085,66,PATTEN HOMES 2000,Stacked Rowhouse,Goulbourn,"Construct a block of 8, 3 storey stacked rowhouses - Units A to H",8,"900,000",10250,1104963,Construction, 2011-Jul-28
181  ,ABBOTSFORD RD ,K2L1C6,Ward 23,773,49,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing device on City Sewers in a detached dwelling,0,0,0,1104964,Construction, 2011-Jul-28
1818  ,BANK ST ,K1V7Y6,Ward 17,5R-11694,23,TERLIN CONSTRUCTION,Retail,Old Ottawa,Tenant fit up to a 1 storey commercial building change of use from retail to restaurant,0,"19,623",2680,1104965,Construction, 2011-Jul-29
80  ,LARKIN DR ,K2J1B7,Ward 3,M105,,OTTAWA CARLETON DISTRICT SCHOOL BOARD,Institutional,Nepean,Relocate 6 portable classrooms and add 6 at the rear of a 2 storey institutional building. (Barrhaven Public School),0,"200,000",4650,1104966,Construction, 2011-Jul-29
4175  ,SPRATT RD ,K1V1T6,Ward 22,4M-1243,,OTTAWA CARLETON DISTRICT SCHOOL BOARD,Institutional,Gloucester,Relocate 6 and add 4 new portable classrooms at the rear of a 2 storey institutional building. (Steve Maclaren Public School),0,"100,000",9300,1104967,Construction, 2011-Jul-29
2001  ,BANTREE ST ,K1B4X3,Ward 18,5R14452,25,ASTRON ENGINEERING AND CONSTRUCTION LTD.,Commercial,Old Ottawa,Interior alterations to open block walls in a 1 storey commercial building,0,"8,823",120,1104968,Construction, 2011-Jul-29
39  -14,PUTMAN AVE ,K1M1Z1,Ward 13,238,,BIG ROCK RENOVATIONS,Stacked Rowhouse,Old Ottawa,Interior alterations on the 2nd floor of 2 storey stacked rowhouse,0,"4,000",43,1104969,Construction, 2011-Jul-29
331  ,SILENT WOOD GRV ,K0A1L0,Ward 5,4M-1414,12,***CONTRACTOR***,Single,West Carleton,Construct a 2 storey detached dwelling with attached garages,1,"400,000",3000,1104970,Construction, 2011-Jul-29
6364  ,LARMOND AVE ,K1C2H6,Ward 2,4M-240,48,***CONTRACTOR***,Single,Gloucester,Construct a deck in the rear yard of a detached dwelling,0,"3,000",377,1104971,Construction, 2011-Jul-29
1747  ,GAGE CRES ,K2C0Z8,Ward 8,372115,406,HUBERT HEATING,Single,Old Ottawa,Install a fireplace insert on the main floor of a detached dwelling,0,"2,500",22,1104972,Construction, 2011-Jul-29
3740  ,SPRATT RD ,K1V2M1,Ward 22,,18,CONTRACTOR UNKNOWN,Institutional,Gloucester,Relocate 5 portable classrooms at the rear of a 2 storey institutional building (St. Francis Xavier Catholic School),0,"15,000",3840,1104973,Construction, 2011-Jul-29
500  ,CHAPMAN MILLS DR ,K2J0J2,Ward 22,4M-1301,,CONTRACTOR UNKNOWN,Institutional,Nepean,Relocate 3 portable classrooms at the rear of a 2 storey institutional building. (St. Emily Catholic School),0,"9,000",2304,1104974,Construction, 2011-Jul-29
1646  ,DUNROBIN RD ,K2K1X7,Ward 5,,16,***CONTRACTOR***,Detached Garage/Shed,Kanata,Construct a foundation to relocate shed in rear yard of a detached dwelling,0,"6,000",572,1104975,Construction, 2011-Jul-29
5460  ,FERNBANK RD ,K2S1B6,Ward 21,,29,CONTRACTOR UNKNOWN,Single,Goulbourn,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104976,Pool Enclosure, 2011-Jul-29
1519  ,CARRONBRIDGE CIRC ,,Ward 23,4M-1383,39-44,VALECRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 6, 2 storey rowhouses with attached garages (Models Barcelona / Marseilles)",6,"725,250",9670,1104977,Construction, 2011-Jul-29
1521  ,CARRONBRIDGE CIRC ,,Ward 23,4M-1383,39-44,VALECRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 6, 2 storey rowhouses with attached garages (Models Barcelona / Marseilles)",6,"725,250",9670,1104977,Construction, 2011-Jul-29
1523  ,CARRONBRIDGE CIRC ,,Ward 23,4M-1383,39-44,VALECRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 6, 2 storey rowhouses with attached garages (Models Barcelona / Marseilles)",6,"725,250",9670,1104977,Construction, 2011-Jul-29
1525  ,CARRONBRIDGE CIRC ,,Ward 23,4M-1383,39-44,VALECRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 6, 2 storey rowhouses with attached garages (Models Barcelona / Marseilles)",6,"725,250",9670,1104977,Construction, 2011-Jul-29
1527  ,CARRONBRIDGE CIRC ,,Ward 23,4M-1383,39-44,VALECRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 6, 2 storey rowhouses with attached garages (Models Barcelona / Marseilles)",6,"725,250",9670,1104977,Construction, 2011-Jul-29
1529  ,CARRONBRIDGE CIRC ,,Ward 23,4M-1383,39-44,VALECRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 6, 2 storey rowhouses with attached garages (Models Barcelona / Marseilles)",6,"725,250",9670,1104977,Construction, 2011-Jul-29
1500  ,CARRONBRIDGE CIRC ,,Ward 23,4M-1383,,VALECRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 6, 2 storey rowhouses with attached garages (Model Marseilles 242 Rev / Terrassa 292 Rev)",6,"755,550",10074,1104978,Construction, 2011-Jul-29
1502  ,CARRONBRIDGE CIRC ,,Ward 23,4M-1383,,VALECRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 6, 2 storey rowhouses with attached garages (Model Marseilles 242 Rev / Terrassa 292 Rev)",6,"755,550",10074,1104978,Construction, 2011-Jul-29
1504  ,CARRONBRIDGE CIRC ,,Ward 23,4M-1383,,VALECRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 6, 2 storey rowhouses with attached garages (Model Marseilles 242 Rev / Terrassa 292 Rev)",6,"755,550",10074,1104978,Construction, 2011-Jul-29
1506  ,CARRONBRIDGE CIRC ,,Ward 23,4M-1383,,VALECRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 6, 2 storey rowhouses with attached garages (Model Marseilles 242 Rev / Terrassa 292 Rev)",6,"755,550",10074,1104978,Construction, 2011-Jul-29
1508  ,CARRONBRIDGE CIRC ,,Ward 23,4M-1383,,VALECRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 6, 2 storey rowhouses with attached garages (Model Marseilles 242 Rev / Terrassa 292 Rev)",6,"755,550",10074,1104978,Construction, 2011-Jul-29
1510  ,CARRONBRIDGE CIRC ,,Ward 23,4M-1383,,VALECRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 6, 2 storey rowhouses with attached garages (Model Marseilles 242 Rev / Terrassa 292 Rev)",6,"755,550",10074,1104978,Construction, 2011-Jul-29
111  ,DUNFOREST TER ,K2J3V1,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Helmsley 2009 D,Helmsley 2009 D,Gershwin 2007 D,Gershwin 2007 D",4,"531,280",7304,1104979,Construction, 2011-Jul-29
